OK?,Trigger,Entity,Contains,String Before,String After,Existing Links,P(Entity -> Trigger),P(Trigger -> Entity),P(word -> Trigger)
FALSE,issues,On the Issues - Wikidata (Q7091389),1,0.5384615385,0,1,0.9505061867,0.6995033113,0.01205418706
TRUE,Wellesley,Wellesley College - Wikidata (Q49205),1,0,0.4705882353,6,0.05376344086,0.1939655172,0.4538106236
FALSE,served,Vietnam War - Wikidata (Q8740),0,1.00E+00,1,2,5.18E-05,0.01639344262,0.0006184402118
TRUE,Republicans,Republican Party - Wikidata (Q29468),0,1,1,1,0.02122399972,0.6874463826,0.09356075631
FALSE,herself,doppelgänger - Wikidata (Q461363),0,1,1,1,0.002849002849,0.05714285714,0.001599074997
FALSE,herself,codependency - Wikidata (Q21109),0,1,1,1,0.006493506494,0.02857142857,0.001599074997
TRUE,conservative,conservatism in the United States - Wikidata (Q2585032),0,1,1,1,0.6458123108,0.02681639152,0.1253078818
FALSE,actions,2014 Israel–Gaza conflict - Wikidata (Q17324420),0,1,1,5,0.001490312966,0.01052631579,0.0107501622
FALSE,actions,Iraq War (Q545449),0,1,1,2,0.0001015847217,0.01052631579,0.0107501622
TRUE,Democrat,Democratic Party - Wikidata (Q29552),1,0,0.5,2,0.1392370308,0.8953162322,0.3367397193
FALSE,1968,1968 United States presidential election - Wikidata (Q693742),1,0,0.9,3,0.746195983,0.07451528597,0.03844833756
TRUE,Washington,"Washington, D.C. - Wikidata (Q61)",1,0,0.375,3,0.2095109682,0.09301683052,0.3592762159
FALSE,Washington,Washington (state) (Q1223),1,0,0,1,0.8825932041,0.467662837,0.3592762159
TRUE,Representative,United States House of Representatives - Wikidata (Q11701),1,0.6052631579,0.02631578947,4,0.02967244701,0.4750991626,0.2834976441
TRUE,Nixon,Richard Nixon (Q9588),1,0.6153846154,0,2,0.08037004915,0.6123348018,0.4294879859
TRUE,Rockefeller,Nelson Rockefeller - Wikidata (Q11237),1,0.3888888889,0,2,0.01003861004,0.04545454545,0.5101693542
TRUE,convention,convention - Wikidata (Q625994),1,0,0,2,0.3569078947,0.1771428571,0.08645241783
FALSE,administration,presidency of Barack Obama - Wikidata (Q1379733),0,1,1,2,0.02959830867,0.02358225716,0.06667912476
TRUE,commencement,commencement speech - Wikidata (Q5152362),1,0,0.3684210526,2,0.05882352941,0.05238095238,0.04306367272
FALSE,syndicated,Print syndication - Wikidata (Q1155596),0,1,1,1,0.6751740139,0.07179866765,0.1484926594
FALSE,processing,fish processing - Wikidata (Q3290431),1,0.3333333333,0,1,0.0495049505,0.03731343284,0.1286804192
TRUE,Yale,Yale Law School - Wikidata (Q1143289),1,0,0.7333333333,6,0.2639339428,0.1270765299,0.3903277787
TRUE,postgraduate,postgraduate education - Wikidata (Q141212),1,0,0.4545454545,2,0.3281561131,0.980952381,0.09303380985
TRUE,Senate,United States Senate - Wikidata (Q66096),1,0.7,0,3,0.1044669755,0.2441886878,0.3545150044
TRUE,politics,political science - Wikidata (Q36442),0,1,1,2,0.005154639175,0.01227519269,0.0656218109
TRUE,competence,Competence (law) (Q572718),1,0,0,1,0.0843373494,0.1060606061,0.05812195532
TRUE,Democratic,Democratic Party - Wikidata (Q29552),1,0,0.375,2,0.5148184637,0.9381355309,0.4159251569
TRUE,senator,United States Senate - Wikidata (Q66096),0,1,1,3,0.1075442972,0.2958210817,0.1408955893
FALSE,Bill,Bill Clinton - Wikidata (Q1124),1,0,0.6666666667,2,0.007355104442,0.01880406168,0.4782129749
FALSE,failing,failed state - Wikidata (Q392160),0,1,1,2,0.00487804878,0.125,0.001831253391
FALSE,exam,bar examination - Wikidata (Q907666),1,0.2666666667,0.4666666667,2,0.005154639175,0.02112676056,0.03931840077
FALSE,Rights,LGBT rights by country or territory (Q17898),1,0.1428571429,0.6857142857,2,0.01235955056,0.03459119497,0.4178500672
TRUE,Rights,civil and political rights - Wikidata (Q191600),1,0.7692307692,0,2,0.004558924094,0.03144654088,0.4178500672
FALSE,rights,LGBT rights by country or territory (Q17898),1,0.1428571429,0.6857142857,2,0.01235955056,0.03459119497,0.1245478236
TRUE,rights,civil and political rights - Wikidata (Q191600),1,0.7692307692,0,2,0.004558924094,0.03144654088,0.1245478236
TRUE,conservatives,conservatism in the United States - Wikidata (Q2585032),0,1,1,1,0.06508577195,0.03714367982,0.1068837374
TRUE,House,United States House of Representatives - Wikidata (Q11701),1,0.3684210526,0.5,4,0.03267272227,0.110903485,0.3339702682
TRUE,Hillary,Hillary Clinton - Wikidata (Q6294),1,0,0.5333333333,1504,0.01008553555,0.7181818182,0.5442495515
TRUE,TCBY,TCBY - Wikidata (Q7669631),1,0,0,1,0.85,1,0.4461538462
FALSE,Mart,Walmart - Wikidata (Q483551),1,0.4285714286,0,4,0.0002302555837,0.01724137931,0.3712067749
FALSE,unsuccessful,Clinton health care plan of 1993 - Wikidata (Q5134288),0,1,1,2,0.007299270073,0.2,0.006255856951
FALSE,Clintons,Bill Clinton - Wikidata (Q1124),0,1,1,2,0.0001471020888,0.08695652174,0.04712041885
TRUE,presidency,President of the United States - Wikidata (Q11696),0,1,1,5,0.01025580106,0.2459639126,0.06284229091
FALSE,presidency,presidency of Barack Obama - Wikidata (Q1379733),1,0,0.6153846154,2,0.01057082452,0.01424501425,0.06284229091
TRUE,presidents,President of the United States - Wikidata (Q11696),0,1,1,5,0.006454423062,0.255086072,0.07694343368
TRUE,Eleanor,Eleanor Roosevelt (Q83396),1,0,0.5882352941,2,0.02941176471,0.07987220447,0.3675686863
TRUE,Methodist,United Methodist Church - Wikidata (Q329646),1,0.3043478261,0.3043478261,3,0.0477326969,0.01700060716,0.3469107117
FALSE,Methodist,Methodism - Wikidata (Q33203),0,1,1,2,0.7170650937,0.8414086217,0.3469107117
FALSE,care,foster care - Wikidata (Q1430789),1,0.6363636364,0,2,0.007223942208,0.01804123711,0.06768729078
FALSE,Failing,failed state - Wikidata (Q392160),0,1,1,2,0.00487804878,0.125,0.04298507463
TRUE,Democrats,Democratic Party - Wikidata (Q29552),0,1,1,2,0.02102849021,0.71973466,0.1298435044
FALSE,1994,1994 United States House of Representatives elections - Wikidata (Q1771218),1,0,0.9245283019,2,0.6385669125,0.02250362063,0.03818107839
TRUE,Hillarycare,Clinton health care plan of 1993 - Wikidata (Q5134288),0,1,1,2,0.01459854015,1,0.2857142857
TRUE,Senators,United States Senate - Wikidata (Q66096),0,1,1,3,0.007677107965,0.1775280899,0.2059689347
FALSE,bill,Bill Clinton - Wikidata (Q1124),1,0,0.6666666667,2,0.007355104442,0.01880406168,0.05583926584
FALSE,Congress,United States House of Representatives - Wikidata (Q11701),0,1,1,4,0.004514175612,0.02004399902,0.3279790104
FALSE,Congress,United States Congress - Wikidata (Q11268),1,0.6363636364,0,1,0.2679327375,0.5569542899,0.3279790104
FALSE,did,Impeachment of Bill Clinton - Wikidata (Q4200400),0,1,1,1,0.003378378378,0.01282051282,0.0004759610386
FALSE,Care,foster care - Wikidata (Q1430789),1,0.6363636364,0,2,0.007223942208,0.01804123711,0.207650877
FALSE,Conference,convention - Wikidata (Q625994),0,1,1,2,0.1529605263,0.04552129222,0.3633579555
FALSE,plight,Health effects arising from the September 11 attacks - Wikidata (Q2059842),0,1,1,9,0.02469135802,0.4,0.001510900065
TRUE,Delegates,delegate - Wikidata (Q994779),0,1,1,4,0.130794702,0.5642857143,0.2764737263
FALSE,conference,convention - Wikidata (Q625994),0,1,1,2,0.1529605263,0.04552129222,0.02418853986
FALSE,conflict,War in Afghanistan - Wikidata (Q182865),0,1,1,9,0.001849283403,0.01013941698,0.1011427448
FALSE,conflict,2006 Lebanon War - Wikidata (Q49104),0,1,1,3,0.006324666198,0.01140684411,0.1011427448
TRUE,subpoenaed,subpoena - Wikidata (Q5608642),0,1,1,1,0.02209131075,0.8823529412,0.1884892086
TRUE,Travelgate,White House travel office controversy - Wikidata (Q7994928),0,1,1,1,0.46875,1,0.4285714286
TRUE,FBI,Federal Bureau of Investigation - Wikidata (Q8333),0,1,1,1,0.6347190816,0.99225017,0.2331937779
FALSE,Lewinsky,Clinton–Lewinsky scandal - Wikidata (Q154234),1,0.3333333333,0.3333333333,4,0.002915451895,0.1428571429,0.5275862069
TRUE,Lewinsky,Monica Lewinsky - Wikidata (Q212659),1,0.4666666667,0,2,0.01935483871,0.8571428571,0.5275862069
FALSE,Events,convention - Wikidata (Q625994),0,1,1,2,0.01315789474,0.0203562341,0.07161509335
TRUE,Representatives,United States House of Representatives - Wikidata (Q11701),1,0.6052631579,0,4,0.004376548307,0.4162303665,0.3656743876
FALSE,admired,Gallup's most admired man and woman poll - Wikidata (Q5519223),1,0.35,0.475,8,0.02380952381,1,0.002162670428
FALSE,fostering,foster care - Wikidata (Q1430789),0,1,1,2,0.01031991744,0.4166666667,0.008638211382
FALSE,Issues,On the Issues - Wikidata (Q7091389),1,0.5384615385,0,1,0.9505061867,0.6995033113,0.09030388471
FALSE,Site,World Trade Center site - Wikidata (Q1692282),1,0.8260869565,0,4,0.005576208178,0.01515151515,0.2251005169
FALSE,events,convention - Wikidata (Q625994),0,1,1,2,0.01315789474,0.0203562341,0.01459933198
FALSE,traditionally,Rockefeller Republican - Wikidata (Q3242582),0,1,1,2,0.004184100418,0.02777777778,0.003609936826
FALSE,invade,War in Afghanistan - Wikidata (Q182865),0,1,1,9,0.0002311604253,0.01470588235,0.04048827653
FALSE,invade,Iraq War (Q545449),0,1,1,2,0.0002031694433,0.02941176471,0.04048827653
FALSE,sworn,inauguration of Donald Trump - Wikidata (Q27824398),0,1,1,4,0.006920415225,0.01156069364,0.01416526138
TRUE,senators,United States Senate - Wikidata (Q66096),0,1,1,3,0.007677107965,0.1775280899,0.0618119473
FALSE,participant,2011 military intervention in Libya - Wikidata (Q210714),0,1,1,14,0.002114164905,0.2,0.009417102007
TRUE,Prayer,prayer - Wikidata (Q40953),1,0,0,2,0.7986164489,0.6546943919,0.2894561733
FALSE,voted,Authorization for Use of Military Force Against Iraq Resolution of 2002 - Wikidata (Q6067763),0,1,1,11,0.004926108374,0.01923076923,0.002906607594
FALSE,Reauthorization,Patriot Act - Wikidata (Q221689),0,1,1,3,0.001128668172,0.25,0.4040697674
FALSE,civil,civil and political rights - Wikidata (Q191600),1,0,0.8076923077,2,0.01322087987,0.0518783542,0.2466453592
FALSE,Iraq,Iraq War (Q545449),1,0,0.5,2,0.05780170662,0.02286977492,0.3449133408
FALSE,Afghanistan,War in Afghanistan - Wikidata (Q182865),1,0.3888888889,0,9,0.1523347203,0.02962996268,0.34834252
TRUE,democratic,Democratic Party - Wikidata (Q29552),1,0,0.375,2,0.5148184637,0.9381355309,0.1518291168
FALSE,war,World War II (Q362),1,0.5,0.25,3,0.009939630798,0.2300404245,0.0940893684
FALSE,soldiers,United States Army - Wikidata (Q9212),0,1,1,2,0.0005997236056,0.04299065421,0.01666653872
TRUE,Bush,George W. Bush (Q207),1,0.7142857143,0,3,0.05366964831,0.3492407809,0.4357381959
FALSE,closure,Cloture - Wikidata (Q5135595),0,1,1,1,0.05097087379,0.04233870968,0.03416158775
FALSE,War,World War II (Q362),1,0.5,0.25,3,0.009939630798,0.2300404245,0.4624185677
FALSE,opposition,Syrian opposition (Q3024068),1,0.4117647059,0,6,0.07407407407,0.01949106659,0.02213891801
FALSE,leave,leave of absence - Wikidata (Q13561011),1,0,0.6875,3,0.08267716535,0.1060606061,0.009786031727
FALSE,Second,World War II (Q362),0,1,1,3,0.0006550003821,0.03609022556,0.346863812
FALSE,opposed,anti-communism - Wikidata (Q182121),0,1,1,3,0.0004395604396,0.02857142857,0.003390546359
FALSE,surge,Iraq War troop surge of 2007 - Wikidata (Q6067814),1,0.5357142857,0.2857142857,6,0.1438356164,0.2222222222,0.1267217631
FALSE,Convention,convention - Wikidata (Q625994),1,0,0,2,0.3569078947,0.1771428571,0.4341946732
FALSE,candidates,2008 United States presidential election - Wikidata (Q45578),0,1,1,6,0.0007552870091,0.02040816327,0.04059679912
TRUE,delegate,delegate - Wikidata (Q994779),1,0,0,4,0.809602649,0.5379537954,0.02577444337
FALSE,polarized,political polarization - Wikidata (Q3082509),0,1,1,1,0.1034482759,0.04945054945,0.1252913753
TRUE,Ted,Ted Kennedy - Wikidata (Q134549),1,0,0.7272727273,2,0.009935419771,0.01323626737,0.4826938944
FALSE,Primaries,2008 Democratic Party presidential primaries - Wikidata (Q9062647),1,0.7954545455,0,2,0.007537688442,0.0102739726,0.2297979798
FALSE,primaries,2008 Democratic Party presidential primaries - Wikidata (Q9062647),1,0.7954545455,0,2,0.007537688442,0.0102739726,0.2422484134
FALSE,caucuses,"Iowa Democratic caucuses, 2008 - Wikidata (Q24192031)",1,0.5333333333,0.2,3,0.03703703704,0.02985074627,0.3102652826
TRUE,caucuses,caucus - Wikidata (Q751892),0,1,1,1,0.05091383812,0.5820895522,0.3102652826
FALSE,green,Green Party of the United States - Wikidata (Q849158),1,0,0.84375,2,0.3869079297,0.07430498774,0.0877441061
FALSE,turmoil,Egyptian revolution of 2011 (Q29198),0,1,1,3,0.0008703220191,0.03448275862,0.01430292081
FALSE,turmoil,2006 Lebanon War - Wikidata (Q49104),0,1,1,3,0.0007027406887,0.03448275862,0.01430292081
FALSE,margins,2012 United States presidential election - Wikidata (Q4226),0,1,1,5,0.0003625815809,0.01492537313,0.02306989493
FALSE,superdelegates,Superdelegate - Wikidata (Q596690),0,1,1,1,0.1455696203,0.9787234043,0.4132841328
TRUE,caucus,caucus - Wikidata (Q751892),1,0,0,1,0.8590078329,0.9075862069,0.09891554387
FALSE,Congresswoman,United States House of Representatives - Wikidata (Q11701),0,1,1,4,0.001541425819,0.32,0.09733415995
TRUE,Congresswoman,United States Congress - Wikidata (Q11268),0,1,1,1,0.001117121355,0.1085714286,0.09733415995
FALSE,agreed,Paris Agreement - Wikidata (Q21707860),0,1,1,2,0.006097560976,0.06666666667,0.0009974488328
FALSE,restrictions,George W. Bush (Q207),0,1.00E+00,1,3,5.56E-05,0.02127659574,0.02219931271
FALSE,inauguration,inauguration of Donald Trump - Wikidata (Q27824398),1,0,0.5714285714,4,0.1972318339,0.09298531811,0.1104995766
FALSE,increased,Convention bounce - Wikidata (Q5166244),0,1,1,2,0.05,0.06666666667,0.001406614105
FALSE,missions,diplomatic mission - Wikidata (Q213283),0,1,1,2,0.003797949107,0.0176366843,0.09493028933
FALSE,crises,financial crisis of 2007–08 - Wikidata (Q896666),0,1,1,6,0.0002903600465,0.01149425287,0.0645282311
FALSE,foster,foster care - Wikidata (Q1430789),1,0,0.4545454545,2,0.05056759546,0.03783783784,0.04287524172
FALSE,rebuild,World Trade Center site - Wikidata (Q1692282),0,1,1,4,0.001858736059,0.05263157895,0.001676305423
TRUE,Medvedev,Dmitry Medvedev (Q23530),1,0.4666666667,0,2,0.02302459445,0.06596701649,0.4909021986
FALSE,2012,2012 United States presidential election - Wikidata (Q4226),1,0,0.9,5,0.5612762872,0.02259062518,0.04855903205
FALSE,shared,Internet meme - Wikidata (Q2927074),0,1,1,2,0.0009250693802,0.01086956522,0.01706468761
FALSE,Vietnam,Vietnam War - Wikidata (Q8740),1,0,0.3636363636,2,0.05919825979,0.04493807745,0.358009861
FALSE,protesters,2011 Libyan Civil War - Wikidata (Q81545),0,1,1,3,0.002697235334,0.06557377049,0.01869391825
FALSE,protests,Arab Spring - Wikidata (Q33761),0,1,1,4,0.006909547739,0.02657004831,0.1417805873
FALSE,Libya,history of Libya under Muammar Gaddafi - Wikidata (Q17435890),1,0.2894736842,0.5789473684,2,0.4376731302,0.0155511811,0.3535970268
FALSE,wars,World War II (Q362),0,1.00E+00,1,3,3.28E-05,0.01967213115,0.1689333018
FALSE,happened,What Happened - Wikidata (Q37915655),1,0.3846153846,0,1,0.8333333333,0.223880597,0.001116249402
FALSE,gays,LGBT rights by country or territory (Q17898),0,1,1,2,0.0005617977528,0.01851851852,0.08050847458
TRUE,Burmese,Myanmar - Wikidata (Q836),0,1,1,1,0.03609929779,0.372069317,0.2432608224
FALSE,assistance,Troubled Asset Relief Program - Wikidata (Q2097742),0,1,1,4,0.002141327623,0.02564102564,0.01991374082
TRUE,Petraeus,David Petraeus - Wikidata (Q28591),1,0.4285714286,0,2,0.02442996743,0.8823529412,0.4095449501
TRUE,Biden,Joe Biden - Wikidata (Q6279),1,0.4444444444,0,2,0.01754385965,1,0.4375608174
TRUE,Osama,Osama bin Laden - Wikidata (Q1317),1,0,0.6666666667,3,0.009745127436,0.3209876543,0.5642791552
TRUE,Barack,Barack Obama - Wikidata (Q76),1,0,0.5,6,0.001921229587,0.9361702128,0.6869148585
TRUE,Civil,civil and political rights - Wikidata (Q191600),1,0,0.8076923077,2,0.01322087987,0.0518783542,0.4049850429
FALSE,examples,Common Core State Standards Initiative - Wikidata (Q5153317),0,1,1,2,0.005291005291,0.1111111111,0.002372462389
FALSE,posts,diplomatic mission - Wikidata (Q213283),0,1,1,2,0.0003797949107,0.02127659574,0.01586301471
FALSE,congressional,United States House of Representatives - Wikidata (Q11701),0,1,1,4,0.001403798514,0.07762557078,0.519665453
TRUE,congressional,United States Congress - Wikidata (Q11268),0,1,1,1,0.02945672625,0.7625570776,0.519665453
FALSE,Congressional,United States House of Representatives - Wikidata (Q11701),0,1,1,4,0.001403798514,0.07762557078,0.2297084318
TRUE,Congressional,United States Congress - Wikidata (Q11268),0,1,1,1,0.02945672625,0.7625570776,0.2297084318
FALSE,experts,scientific consensus on climate change - Wikidata (Q3115646),0,1,1,5,0.003367003367,0.01219512195,0.006013363029
FALSE,emails,Hillary Clinton email controversy - Wikidata (Q19635877),0,1,1,1,0.01333333333,0.04444444444,0.03902953586
FALSE,house,United States House of Representatives - Wikidata (Q11701),1,0.3684210526,0.5,4,0.03267272227,0.110903485,0.06205385816
TRUE,clearance,security clearance - Wikidata (Q161959),1,0.5,0,2,0.02118644068,0.02994011976,0.08245419212
TRUE,Comey,James Comey - Wikidata (Q167607),1,0.5454545455,0,4,0.007782101167,1,0.2459677419
FALSE,Justice,United States Department of Justice - Wikidata (Q1553390),1,0.8,0,3,0.008386703263,0.01446226663,0.3186153762
FALSE,affordable,Patient Protection and Affordable Care Act - Wikidata (Q1414593),1,0.5476190476,0.2142857143,6,0.0004239084358,0.03846153846,0.03150112504
TRUE,Sanders,Bernie Sanders - Wikidata (Q359442),1,0.5,0,8,0.006629834254,0.032,0.4171131259
FALSE,campaigning,2000 United States Senate election in New York - Wikidata (Q7891830),0,1,1,1,0.01492537313,0.01960784314,0.01922628758
TRUE,independents,Independent voter (Q11567308),0,1,1,1,0.164021164,0.01467108377,0.09517125211
TRUE,presumptive,Presumptive nominee - Wikidata (Q7242102),1,0,0.4210526316,2,0.05797101449,0.3076923077,0.3328081922
TRUE,Brooklyn,Brooklyn - Wikidata (Q18419),1,0,0,1,0.6124184569,0.8859627452,0.4412150004
TRUE,Bernie,Bernie Sanders - Wikidata (Q359442),1,0,0.5714285714,8,0.002209944751,0.01869158879,0.5099667774
TRUE,Trump,Donald Trump - Wikidata (Q22686),1,0.5833333333,0,6,0.03733121525,0.6362098139,0.3754198656
FALSE,conventions,convention - Wikidata (Q625994),0,1,1,2,0.2269736842,0.368,0.08484848485
TRUE,Donald,Donald Trump - Wikidata (Q22686),1,0,0.5,6,0.001389992057,0.0253164557,0.4640494417
FALSE,electoral,electoral college - Wikidata (Q1141323),1,0,0.4705882353,2,0.008960573477,0.03649635036,0.2704650003
FALSE,electors,electoral college - Wikidata (Q1141323),0,1,1,2,0.01075268817,0.04761904762,0.05268808324
FALSE,Presidential,2008 United States presidential election - Wikidata (Q45578),1,0.475,0.225,6,0.006294058409,0.01640419948,0.265590076
FALSE,Presidential,President of the United States - Wikidata (Q11696),0,1,1,5,0.01857131544,0.3077427822,0.265590076
TRUE,Tempe,Tempe - Wikidata (Q51685),1,0,0,3,0.3051321928,0.8545296167,0.3921625544
FALSE,Inauguration,inauguration of Donald Trump - Wikidata (Q27824398),1,0,0.5714285714,4,0.1972318339,0.09298531811,0.1738437002
FALSE,spreading,Arab Spring - Wikidata (Q33761),0,1,1,4,0.0006281407035,0.05882352941,0.02233999732
FALSE,budget,United States Senate Committee on the Budget - Wikidata (Q142538),1,0.8636363636,0,3,0.157635468,0.03361344538,0.04068134086
FALSE,Affordable,Patient Protection and Affordable Care Act - Wikidata (Q1414593),1,0.5476190476,0.2142857143,6,0.0004239084358,0.03846153846,0.4887298748
TRUE,GOP,Republican Party - Wikidata (Q29468),0,1,1,1,0.005155913409,0.9240506329,0.08076275939
TRUE,Political,political science - Wikidata (Q36442),1,0,0.4705882353,2,0.004795013186,0.01813236627,0.1115397157
FALSE,Social,social justice - Wikidata (Q264892),1,0,0.5714285714,2,0.01301405518,0.01391982183,0.25975934
FALSE,Social,social media - Wikidata (Q202833),1,0,0.5,2,0.006769825919,0.01169265033,0.25975934
FALSE,social,social justice - Wikidata (Q264892),1,0,0.5714285714,2,0.01301405518,0.01391982183,0.1129784382
FALSE,social,social media - Wikidata (Q202833),1,0,0.5,2,0.006769825919,0.01169265033,0.1129784382
FALSE,opposes,Syrian opposition (Q3024068),0,1,1,6,0.002057613169,0.125,0.002808988764
TRUE,amendment,constitutional amendment - Wikidata (Q53463),1,0.625,0,2,0.145482389,0.3015873016,0.07477472435
TRUE,Medicare,Medicare (United States) (Q559392),1,0,0,1,0.9291217257,0.8148648649,0.2984441301
TRUE,DAPA,Deferred Action for Parents of Americans - Wikidata (Q25037423),0,1,1,5,0.06818181818,0.1034482759,0.08064516129
TRUE,undocumented,Illegal immigration to the United States - Wikidata (Q185367),0,1,1,2,0.008733624454,0.1,0.06634016028
FALSE,Libyan,2011 Libyan Civil War - Wikidata (Q81545),1,0.2380952381,0.4761904762,3,0.0020229265,0.0125,0.3306397306
FALSE,Libyan,history of Libya under Muammar Gaddafi - Wikidata (Q17435890),0,1,1,2,0.008310249307,0.0125,0.3306397306
TRUE,Israel,Israel - Wikidata (Q801),1,0,0,1,0.9648685403,0.9124098021,0.2721524035
FALSE,Life,Life - Wikidata (Q463198),1,0,0,1,0.6940278157,0.414697735,0.2318532457
TRUE,clinton,Hillary Clinton - Wikidata (Q6294),1,0.5333333333,0,1504,0.04557640751,0.0699862772,0.2222222222
FALSE,clinton,Bill Clinton - Wikidata (Q1124),1,0.4166666667,0,2,0.05950279494,0.1585963537,0.2222222222
TRUE,Kaine,Tim Kaine - Wikidata (Q359888),1,0.4444444444,0,4,0.01282051282,0.06896551724,0.326620516
TRUE,Rorschach,Rorschach test - Wikidata (Q488532),1,0,0.3571428571,2,0.0658436214,0.06177606178,0.3555347092
TRUE,Polarizing,political polarization - Wikidata (Q3082509),0,1,1,1,0.05747126437,0.1282051282,0.1846153846
TRUE,polarizing,political polarization - Wikidata (Q3082509),0,1,1,1,0.05747126437,0.1282051282,0.1057810578
FALSE,site,World Trade Center site - Wikidata (Q1692282),1,0.8260869565,0,4,0.005576208178,0.01515151515,0.01545913943
FALSE,incidents,Arab Spring - Wikidata (Q33761),0,1,1,4,0.0006281407035,0.04166666667,0.04925562989
TRUE,Newsweek,Newsweek - Wikidata (Q188413),1,0,0,1,0.9656829101,0.9988641204,0.5884844682
FALSE,Electoral,electoral college - Wikidata (Q1141323),1,0,0.4705882353,2,0.008960573477,0.03649635036,0.3083361483
FALSE,External,Iraq War (Q545449),0,1,1,2,0.0001015847217,0.0119047619,0.0009407978501
TRUE,Methodists,United Methodist Church - Wikidata (Q329646),0,1,1,3,0.007159904535,0.03065693431,0.1996944566
FALSE,Methodists,Methodism - Wikidata (Q33203),0,1,1,2,0.06519714374,0.9197080292,0.1996944566
TRUE,Walmart,Walmart - Wikidata (Q483551),1,0,0,4,0.5208381303,0.9576629975,0.4344660194
TRUE,cabinet,United States Cabinet - Wikidata (Q639738),1,0.6666666667,0,3,0.4886621315,0.07013832384,0.1372742276
TRUE,Westchester,Westchester County - Wikidata (Q54066),1,0,0.3888888889,2,0.2482269504,0.7446808511,0.402990608
TRUE,Cabinet,United States Cabinet - Wikidata (Q639738),1,0.6666666667,0,3,0.4886621315,0.07013832384,0.3094535519
TRUE,Panthera,Panthera - Wikidata (Q127960),1,0,0,113,0.5048309179,0.9457013575,0.3097595474
FALSE,named,binomial nomenclature - Wikidata (Q36642),0,1,1,2,0.003945480631,0.02056074766,0.006617742278
FALSE,named,genus - Wikidata (Q34740),0,1,1,1,0.0001732234968,0.01682242991,0.006617742278
FALSE,described,binomial nomenclature - Wikidata (Q36642),0,1,1,2,0.01721664275,0.01409277745,0.003605688036
TRUE,genus,genus - Wikidata (Q34740),1,0,0,1,0.8890214797,0.9905852581,0.2382883719
TRUE,tiger,tiger - Wikidata (Q19939),1,0,0,5,0.8828045036,0.603780189,0.2533551273
TRUE,lion,Lion (Q140),1,0,0,5,0.8364395887,0.7014281865,0.1786943552
